"model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","[1] CL (L/d)","VMAX","KM","[2,3] V1 (L)","V2","Q","CLALB","IIV CL","EPS(1), proportional","EPS(2)","se[1] CL (L/d)","seVMAX","seKM","se[2,3] V1 (L)","seV2","seQ","seCLALB","seIIV CL","seEPS(1), proportional","seEPS(2)","shrinkage_eta1(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8","EI9","EI10"
226,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,436.55,0,4440.5038821991948,0.946521,1.38852,0.00754719,4.50725,0.000307909,12.9436,-4.07945,0.366439,0.323823,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,544.74,0,5919.5763742781410,0.942952,1.37977,0.00757961,4.42287,0.000306958,12.9976,-3.66934,0.366099,0.3271,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,226.61,0,6287.8003233149229,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,1,1,0,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,NA,391.07,0,4219.6131870296867,0.942953,1.37978,0.00757993,4.42273,0.000306966,12.9975,-3.66817,0.366132,0.326984,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,219.88,0,4909.2020761217054,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,439.09,0,4338.0682170804457,0.942903,1.37966,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,409.55,0,4871.8142322173717,0.942864,1.37971,0.0075797,4.42268,0.000306968,12.9981,-3.67783,0.365997,0.327105,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,248.77,0,4948.0517242237102,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,415.63,0,4573.2603778258335,0.942903,1.37966,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,1,1,0,0,0,0,0,1,0,0,0,0,2.8,NA,FOCE_I,NA,244.47,0,3117.6535545431002,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,1,1,0,0,0,0,0,1,0,0,0,0,2.5,NA,FOCE_I,NA,621.56,0,5959.1628515428110,0.942743,1.37965,0.00757991,4.42278,0.000307047,12.9992,-3.6439,0.36595,0.327233,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,218.1,0,6400.2611434619694,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,1,1,0,0,0,0,0,1,0,0,0,0,3,NA,FOCE_I,NA,440.94,0,3144.5424950148781,0.942851,1.37955,0.00757954,4.42315,0.000306922,12.9976,-3.66797,0.366097,0.327152,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,1,1,0,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,NA,374.89,0,5473.7492036673038,0.943092,1.37995,0.00758048,4.42239,0.000306713,12.9976,-3.66688,0.366167,0.327084,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,247.44,0,5693.7693294346227,0.942862,1.37971,0.00757971,4.42311,0.000306982,12.9981,-3.67806,0.366112,0.327135,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,343.74,0,5966.1124766657376,0.942983,1.37983,0.00757938,4.4228,0.00030329,12.9974,-3.67,0.366097,0.327128,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,1,1,0,0,0,0,0,1,0,0,0,0,2.7,NA,FOCE_I,NA,668.42,0,5588.7483077673578,0.880738,1.3615,0.00755522,4.61248,0.000307112,13.0943,-5.6404,0.365357,0.318411,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,175.46,0,4115.5131276453021,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,1,1,0,0,0,0,0,1,0,0,0,0,2.8,NA,FOCE_I,NA,258.7,0,8367.7319749859726,0.942888,1.37972,0.00757969,4.42304,0.000306981,12.9981,-3.67216,0.366112,0.327133,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,233.04,0,4952.7948879844607,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,596.57,0,6047.4961670257881,0.942931,1.37959,0.00758061,4.42287,0.000306934,12.9981,-3.66896,0.36611,0.327141,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,1,1,0,0,0,0,0,1,0,0,0,0,2,NA,FOCE_I,NA,219.36,0,4882.2477277701209,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,349.39,0,6569.9829274969470,0.942929,1.37975,0.00757985,4.42268,0.000306974,12.9969,-3.66914,0.366119,0.327027,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,219.02,0,4806.9431763470684,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,1,1,0,0,0,0,0,1,0,0,0,0,1.1,NA,FOCE_I,NA,419.66,0,5437.5062967151143,0.942904,1.37966,0.00757964,4.42298,0.000306981,12.998,-3.66872,0.366116,0.327135,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,344.96,0,4574.5345381784127,0.942909,1.37971,0.00757964,4.42298,0.000306821,12.998,-3.66871,0.366117,0.327131,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,334.78,0,3833.6467486277070,0.942949,1.37966,0.00758165,4.42259,0.000306966,12.9904,-3.66766,0.366128,0.327108,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,1,1,0,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,NA,265.17,0,4228.4096172229310,0.942869,1.37971,0.00757969,4.42312,0.000306981,12.9981,-3.67861,0.366112,0.327131,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,1,1,0,0,0,0,0,1,0,0,0,0,2.1,NA,FOCE_I,NA,415.68,0,3541.3510661258938,0.939719,1.37941,0.00758665,4.45042,0.000306845,13.0163,-4.04269,0.366136,0.326476,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,1,1,0,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,NA,285.58,0,5208.8394515774262,0.942893,1.37972,0.00757968,4.42304,0.000306981,12.9981,-3.67768,0.366112,0.327131,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,456.92,0,4862.2028284223170,0.942929,1.37967,0.00757977,4.42299,0.000307044,12.9985,-3.669,0.366194,0.327137,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,594.81,0,6190.6245268021357,0.942844,1.37979,0.00757988,4.423,0.000306996,12.9993,-3.67864,0.36589,0.327094,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,1,1,0,0,0,0,0,1,0,0,0,0,2.8,NA,FOCE_I,NA,232.34,0,7134.5151927628276,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,342.94,0,4777.7937807182725,0.942951,1.37966,0.00758042,4.42287,0.000306966,12.9978,-3.66886,0.366111,0.327118,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,1,1,0,1,0,0,0,0,0,0,0,0,3.6,NA,FOCE_I,NA,466.99,0,5958.3543111114323,0.94295,1.37972,0.00757958,4.4228,0.000306966,12.9977,-3.66902,0.36611,0.327111,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,667.96,0,5453.4553805207825,0.942967,1.37986,0.00757929,4.42308,0.000306953,12.9969,-3.66994,0.366125,0.327124,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,1,1,0,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,NA,267.93,0,4689.2012555360097,0.942866,1.37971,0.00757969,4.4231,0.000306981,12.9981,-3.67974,0.366112,0.327131,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,1,1,0,0,0,0,0,1,0,0,0,0,2.4,NA,FOCE_I,NA,617.25,0,6780.8229587052492,0.94274,1.37963,0.00771164,4.42259,0.000306874,13.0014,-3.66268,0.366184,0.327281,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,398.59,0,6343.5985024842730,0.94297,1.37972,0.00757971,4.42172,0.000306987,12.9982,-3.67892,0.366033,0.327201,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,1,1,0,0,0,0,0,1,0,0,1,0,2.8,NA,FOCE_I,NA,675.25,0,4500.3142125743325,0.942743,1.37937,0.00757983,4.42306,0.000306963,12.9944,-3.6671,0.366078,0.327134,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,1,1,0,0,0,0,0,1,0,0,0,0,2.7,NA,FOCE_I,NA,535.33,0,5161.1580849868369,0.942922,1.37987,0.00758046,4.42276,0.000307011,12.9944,-3.66947,0.366217,0.327087,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,1,1,0,0,0,0,0,1,0,0,1,0,NA,NA,FOCE_I,NA,546.33,0,3104.6207587811919,0.942648,1.37967,0.00757998,4.4231,0.000306963,12.9988,-3.66783,0.366113,0.32713,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,598.73,0,3280.9880257228838,0.942901,1.37972,0.00757965,4.42343,0.00030698,12.9981,-3.66869,0.366114,0.32713,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,1,1,0,0,0,0,0,1,0,0,0,0,2.5,NA,FOCE_I,NA,393.74,0,5550.1240866232256,0.942957,1.37978,0.00757982,4.42274,0.000306966,12.9976,-3.66899,0.366125,0.326943,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,1,1,0,0,0,0,0,1,0,0,0,0,2.7,NA,FOCE_I,NA,240.56,0,4242.3301510910023,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,325.17,0,6322.7814794372325,0.942936,1.37978,0.00757954,4.42284,0.000306966,12.9978,-3.66873,0.366142,0.327127,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,219.1,0,5277.6191388703428,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,515.61,0,5230.0584894865879,0.942946,1.37978,0.00757958,4.42284,0.000306975,12.998,-3.66926,0.366141,0.32709,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,1,1,0,0,0,0,0,1,0,0,0,0,2.8,NA,FOCE_I,NA,389.53,0,5336.7575859787739,0.942918,1.37974,0.00758341,4.42281,0.000306992,12.9974,-3.669,0.366122,0.327124,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,262.25,0,4704.2029749340181,0.942895,1.37972,0.00757968,4.42303,0.000306981,12.9981,-3.67216,0.366112,0.32713,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,1,1,0,0,0,0,0,1,0,0,0,0,2.5,NA,FOCE_I,NA,511.92,0,5302.4339932168032,0.942871,1.3797,0.00757968,4.42328,0.000306955,12.9966,-3.66792,0.366115,0.327113,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,1,1,0,0,0,0,0,1,0,0,1,0,2.3,NA,FOCE_I,NA,725.74,0,5216.4111143383980,0.942828,1.37968,0.00758046,4.42253,0.000306969,12.9954,-3.68618,0.366078,0.327312,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,562.42,0,5400.5454459320599,0.942967,1.37966,0.00757867,4.42275,0.000306981,12.9961,-3.67001,0.366053,0.327053,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,1,1,0,1,0,0,0,0,0,0,0,0,3,NA,FOCE_I,NA,247.82,0,3649.8347032782467,0.942886,1.37972,0.00757969,4.42306,0.000306981,12.9981,-3.67216,0.366112,0.327131,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,1,1,0,1,0,0,0,0,0,0,0,0,3,NA,FOCE_I,NA,859.87,0,4260.5776642387737,0.926519,1.35896,0.00790042,4.79949,0.000305432,12.5495,-1.16588,0.366923,0.302302,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,1,1,0,1,0,0,0,0,0,0,0,0,3,NA,FOCE_I,NA,384.09,0,5469.1905013097312,0.942924,1.37969,0.00760263,4.42276,0.000306997,12.9973,-3.66833,0.366144,0.327066,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,430.08,0,5854.8263077749752,0.942933,1.37976,0.00758588,4.42274,0.000306971,12.9976,-3.66879,0.366117,0.327117,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,1,1,0,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,NA,422,0,5304.1248233728393,0.942943,1.37978,0.00757959,4.42279,0.000306966,12.9978,-3.66833,0.36614,0.327118,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
284,1,1,0,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,NA,268.81,0,5401.1777292824208,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
285,1,1,0,0,0,0,0,1,0,0,0,0,2.7,NA,FOCE_I,NA,258.76,0,4153.9491931414832,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
286,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,224.4,0,5095.2431252944016,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287,1,1,0,0,0,0,0,1,0,0,0,0,2.6,NA,FOCE_I,NA,473.14,0,6507.8448416551710,0.942884,1.37974,0.0075797,4.42307,0.000306984,12.9981,-3.67831,0.366101,0.327292,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,1,1,0,1,0,0,0,0,0,0,1,0,3.3,NA,FOCE_I,NA,830.11,0,6465.1532582211648,0.959828,1.46792,0.00732454,4.34954,0.000328234,13.3852,-8.41686,0.36434,0.352134,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,1,1,0,0,0,0,0,1,0,0,0,0,2.6,NA,FOCE_I,NA,236.26,0,6425.5271679994303,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,1,1,0,0,0,0,0,1,0,0,0,0,2.6,NA,FOCE_I,NA,232.85,0,4284.5956070335269,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,1,1,0,1,0,0,0,0,0,0,0,0,3,NA,FOCE_I,NA,660.98,0,3136.4819164118712,0.943032,1.74408,0.00821102,4.42193,0.000306942,12.9901,-3.66475,0.366142,0.326929,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292,1,1,0,0,0,0,0,1,0,0,0,0,2.7,NA,FOCE_I,NA,230.85,0,5746.2507115530889,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,1,1,0,0,0,0,0,1,0,0,0,0,3,NA,FOCE_I,NA,532.25,0,8049.4373173523954,0.94294,1.37961,0.00757953,4.42285,0.000306972,12.9978,-3.66917,0.366132,0.327128,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,1,1,0,0,0,0,0,0,1,1,0,0,NA,NA,FOCE_I,NA,485.67,0,3397.4148908591437,0.918201,1.37424,0.00757905,4.49857,0.000307073,13.0035,-4.48896,0.366093,0.327344,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,1,1,0,0,0,0,0,1,0,0,0,0,1.6,NA,FOCE_I,NA,255.61,0,6006.3050873688726,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,1,1,0,0,0,0,0,1,0,0,0,0,2.7,NA,FOCE_I,NA,224.96,0,6607.2767151693570,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,401.07,0,4194.4604157828890,0.916522,1.3764,0.00757031,4.45424,0.000306752,12.9775,1.39176,0.365872,0.337377,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,217.9,0,6550.7951331659624,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299,1,1,0,0,0,0,0,1,0,0,0,0,2.6,NA,FOCE_I,NA,400.48,0,6900.4021601998302,0.942881,1.37976,0.00757937,4.42313,0.000307012,12.9965,-3.68136,0.366323,0.327069,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,187.86,0,3785.1117711394336,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,1,1,0,1,0,0,0,0,0,0,0,0,3,NA,FOCE_I,NA,732.04,0,5971.8566457689831,0.942999,1.37968,0.00757944,4.422,0.00030681,12.9988,-3.66809,0.366315,0.327137,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,352.95,0,5950.7376123305294,0.942949,1.37978,0.00757952,4.41457,0.000307011,12.9975,-3.66859,0.366125,0.327108,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
